tau	N_greek	x	epsilon
0.0001	1.0000000009665246	0.500000000483262	78.85298693143511
0.020099999999999934	1.000015541007875	0.4999009326124225	78.85416026180533
0.04010000000000012	1.0000000118040169	0.49944448454268975	78.85251301815097
0.060100000000000695	1.000015524828015	0.4991710250118612	78.85327380460873
0.08010000000000127	1.0000000191740575	0.5002952828117507	78.85209731659286
0.10010000000000184	1.0000155194266362	0.5035792642448839	78.85100318630391
0.12010000000000241	1.0000000543642382	0.5079112655204205	78.83937325500212
0.1401000000000009	1.0000154621987427	0.5103041166672192	78.82222791906656
0.1600999999999987	1.000000084640466	0.5075557348076354	78.80529823296298
0.18009999999999649	1.0000154637387313	0.4988980879728175	78.80240451984096
0.20009999999999428	1.0000000971461487	0.48741810926710794	78.80055177862972
0.22009999999999208	1.0000154218043353	0.47906707831174067	78.78578449754923
0.24009999999998988	1.0000001459604986	0.47940200301445307	78.74982497008851
0.2600999999999877	1.00001537428711	0.49000720659646313	78.71996701348098
0.28009999999998547	1.0000001898076036	0.5068128472550715	78.71505157367136
0.30009999999998327	1.0000153492410793	0.521822550315754	78.73393435269112
0.32009999999998107	1.000000205410022	0.5274146176817889	78.74237337182393
0.34009999999997886	1.000015307638172	0.5206822347460128	78.73007678006961
0.36009999999997666	1.0000002777932588	0.5050909656326377	78.71144154742423
0.38009999999997446	1.0000152338188886	0.48850129671384657	78.71961688064671
0.40009999999997226	1.0000003349032662	0.47872331557486164	78.75126434716314
0.42009999999997005	1.0000151965410315	0.4793908031091606	78.78524068814208
0.44009999999996785	1.0000003597390055	0.4884414093826209	78.79685219236956
0.46009999999996565	1.0000151498437626	0.5000010305548264	78.79773087541248
0.48009999999996344	1.0000004497427133	0.5082132364181723	78.8021991286895
0.5000999999999612	1.000015060168136	0.5103941693610657	78.8204947103182
0.520099999999959	1.0000004918848755	0.507616358134401	78.8374966378917
0.5400999999999568	1.000015035680625	0.5031794312189343	78.84796459949752
0.5600999999999546	1.000000550413823	0.5000832929052009	78.84852879006557
0.5800999999999524	1.0000149525469026	0.49928033906471975	78.84965946587725
0.6000999999999502	1.0000006248246276	0.49972951913469643	78.84892401919697
0.620099999999948	1.0000148845669252	0.5000930259595797	78.85010858724492
0.6400999999999458	1.0000007000027336	0.49993871872549506	78.84890898629241
0.6600999999999436	1.0000148028558897	0.499786005000119	78.85033116234798
0.6800999999999414	1.000000788762132	0.5000232962339943	78.84940912953914
0.7000999999999392	1.0000147114193245	0.5002239004752378	78.85044285357813
0.720099999999937	1.0000008715597501	0.4992244066667009	78.84921104302508
0.7400999999999348	1.0000146234919312	0.49636958224236893	78.84741298846771
0.7600999999999326	1.0000009870401676	0.4925633616138778	78.8359941850491
0.7800999999999304	1.0000145018820918	0.4906555404284643	78.82027347858478
0.8000999999999282	1.0000010806378092	0.4936546877170517	78.80606232478323
0.820099999999926	1.0000144189697577	0.5021855882687049	78.80448443120444
